Name,Ingredients,Instructions,vegan,gluten-free,vegetarian,fruit
Pickled cucumbers,"['2 kg small, firm cucumbers', 'Salt', '200 g pearl onions (or 1 jar)', '1 red bell pepper', '5 stems of dill with umbels', '2 sprigs of tarragon', '2 cloves of garlic', '10 grains of black pepper', '3 tbsp mustard seeds', '1 L fruit vinegar', '3 tbsp sugar']","Wash and brush cucumbers thoroughly. Prick them several times with a fork. Soak them overnight in salt water (1 teaspoon of salt per liter of water), making sure the cucumbers are fully covered.

Peel pearl onions. Halve the bell peppers, remove seeds and membranes, and cut into small pieces. Chop dill, pluck tarragon leaves from stems, peel and roughly chop garlic.

Drain the cucumbers and distribute them with pearl onions, bell pepper pieces, dill, tarragon, garlic, pepper, and mustard seeds in clean screw-top jars.

Bring vinegar, 1 tablespoon of salt, 250 ml water, and sugar to a boil and immediately pour over the jars. The liquid must completely cover the cucumbers, herbs, and spices.

Seal the jars airtight and let them rest for about two weeks.",True,True,True,False
Gooseberry jam,"['750 g gooseberries', '250 g red currants', '1 kg Jam sugar', '¼ tsp white pepper', '¼ tsp nutmeg']","[Wash gooseberries, remove stems and flower ends. Wash currants and pluck off stems. Coarsely crush the berries."", ""Slowly bring the fruits to a boil while stirring with the preserving sugar."", ""Let cook vigorously for about four minutes. Stir in pepper and nutmeg."", ""Fill the jam into screw-top jars while still hot, seal them, place upside down for 10 minutes, and then let cool right side up.""]",True,True,True,True
Sage leaves with peach sauce (4 servings),"['3 ripe peaches', '1 tbsp sugar', '1 bunch fresh sage', '200 g flour', '50 ml apple juice', '100 ml mineral water', '2 small eggs', '1 tbsp oil', 'salt', '4 tbsp powdered sugar', 'oil for frying']","• Pit peaches, cut into small pieces, and briefly stew with sugar until they fall apart. Puree or strain through a sieve and let cool.
• Wash sage and pat dry. Pluck off the leaves.
• Stir the flour with apple juice and mineral water until smooth. Mix in eggs, 1 tbsp of oil, and a pinch of salt and let it swell for about 30 minutes.
• Heat oil in a pot. The correct temperature is reached when the fat lightly foams as soon as a drop of batter falls in.
• Dip sage leaves on the stem into the batter and fry in hot oil until golden brown. Then lift out and let drain on paper towels.
• Serve the fried sage leaves warm with a dollop of peach sauce and powdered sugar.",False,True,True,False
Stuffed Onions (4 servings),"['100 g\xa0rice', '8\xa0onions', 'salt', '4\xa0tomatoes', '3 cloves\xa0of garlic', '½ bunch\xa0of mint', '½ bunch\xa0of parsley', '100 g\xa0feta cheese', '50 g crumbled fresh cheese', '1 tbsp tomato paste', '2 eggs', '½ tsp\xa0paprika powder', '½ tsp freshly ground pepper', '½ tsp ground cumin', '50 g\xa0Parmesan cheese', '4 tbsp breadcrumbs', 'olive oil']","['Cook rice according to the instructions on the packaging.', 'Peel onions and boil them in salted water for about 20 minutes, then drain and let cool.', 'Trim the root side of the onions slightly flat so that they can stand upright without falling apart. Cut off the top on the other side. Starting from the center, hollow out the onions until only two layers remain. Finely dice the removed onion flesh.', 'Wash tomatoes, remove the stem ends, quarter them, and remove the seeds. Finely chop the tomato quarters. Peel and finely dice the garlic, chop the mint and parsley leaves.', 'Crumble the feta and mix it with cream cheese, rice, 1 tablespoon of diced onion, garlic, herbs, tomato paste, and the two eggs. Season with salt, paprika, pepper, and cumin.', 'Grate the Parmesan cheese and mix it with the breadcrumbs.', 'Grease a fireproof dish with olive oil and spread the remaining diced onions on it. Place the hollowed-out onions and fill them with the feta-tomato-rice mixture.', 'Sprinkle the Parmesan-breadcrumb mixture over the filled onions and drizzle with some olive oil.', 'Bake the onions in the oven for about 30 to 40 minutes.']",False,True,True,False
Stuffed Eggplants (4 servings),"['100 g rice', '3 eggplants', '3 tbsp lemon juice', '150 g tomatoes', '3 spring onions', '3 sprigs parsley', '2 apricots', '1 egg', 'salt, pepper', 'olive oil', '2 cloves garlic', '2 sprigs coriander', '1 sprig mint', '200 ml yogurt', 'grated lemon zest']","['Prepare rice and set aside.', 'Cut eggplants in half lengthwise, hollow out and drizzle with lemon juice.', 'Cut the flesh of the eggplants into small pieces. Wash tomatoes, quarter, remove seeds and dice finely. Cut spring onions into very thin rings.', 'Pluck parsley leaves from stems and finely chop. Pit apricots and cut into very fine strips.', 'Preheat oven.', 'Mix eggplant flesh, tomato, spring onion, and apricot strips as well as the chopped parsley with the egg. Fold in rice and season with salt and pepper.', 'Fill vegetable mixture into the eggplant halves. Grease an ovenproof dish with olive oil, place eggplant halves inside, drizzle with olive oil and bake for about 45 minutes.', 'Peel and finely chop garlic.', 'Pluck leaves of coriander and mint from stems and finely chop.', 'Mix garlic and herbs into yogurt, season with salt, pepper, and grated lemon zest. Cover and let sit at room temperature until the eggplants are ready.', 'Serve eggplants with the yogurt sauce.']",False,True,True,False
Boiled potatoes with green sauce (4 portions),"['8 eggs', '1 small onion', '200 g mixed fresh herbs, e.g. dill, tarragon, chervil, watercress, parsley, sorrel, chives', '250 g natural yoghurt', '200 g sour cream', '2 tbsp rapeseed or olive oil', '1 tbsp mustard', '1 tsp brown sugar', '1 tbsp vinegar', 'Salt, pepper', '12-16 waxy potatoes']","['Hard boil eggs and peel them.', 'Peel onion and chop very finely.', 'Pick herbs, wash, pat dry, and chop finely.', 'Stir yoghurt, sour cream, oil, mustard, sugar, vinegar, and chopped onion until smooth. Reserve 2 tablespoons of the herbs, mix the rest with the sauce.', 'Finely chop four eggs and mix into the sauce. Season with salt and pepper.', 'Boil and peel potatoes.', 'Slice the remaining eggs.', 'Arrange on plates with potatoes and green sauce, garnish with the remaining herbs before serving.']",False,True,True,False
Spinach Lasagna (4 servings),"['100 g Parmesan', '50 g Emmental', '1 tbsp Butter', '2 tbsp Flour', '½ L Milk', 'Salt, Pepper, Nutmeg', '300 g Spinach leaves', '1 Onion', '4 Tomatoes', '1 tbsp Olive oil', '100 g Creme fraiche', '50 g Pine nuts', 'Lasagna sheets']","'Grate Parmesan and Emmental cheese.'  
'Melt butter in a pot, add flour while stirring, and cook until the mixture bubbles and no streaks remain on the bottom of the pot. Gradually pour in milk while stirring constantly and let it simmer gently for about 5 minutes.'  
'Mix half of the grated cheese into the sauce and season with salt, pepper, and nutmeg.'  
'Pick through, wash, and roughly chop spinach. Peel and finely chop the onion. Wash the tomatoes, remove the stems, quarter, and remove the seeds, then cut the quarters into strips.'  
'Heat olive oil in a shallow pot, briefly sauté the onions and tomatoes in it, and let the spinach collapse with the lid closed for about 3 minutes.'  
'Mix creme fraiche and pine nuts with the vegetables.'  
'Spread a large dollop of sauce on the bottom of a baking dish. Lay a layer of lasagna sheets on top, not overlapping but covering. Spread some spinach-vegetable mixture on top along with a dollop of sauce. Continue layering in this way. Finish with a layer of lasagna sheets. Spread the remaining sauce and grated cheese on top.'  
'Bake in the oven at a high temperature for about 40 minutes until golden brown and bubbly.'",False,True,True,False
Berry pancakes,"['50 g flour', '1 egg', '100 ml buttermilk', 'salt', '1 sprig of lemon balm', '1 tbsp sour cream', '2 tbsp sugar', 'oil', '250 g blackberries', '250 g raspberries']","- Beat a pancake batter from flour, egg, buttermilk, and a pinch of salt. Let it rest for a few minutes.
- Pluck leaves from the lemon balm stems. Finely chop two-thirds of them. Mix creme fraiche with sugar and the chopped lemon balm until smooth.
- Sort and rinse berries, then let them drain.
- Heat oil in a pan and bake small pancakes.
- Gently mix the prepared creme fraiche with the berries.
- Arrange pancakes with the berries and garnish with the remaining lemon balm leaves.",False,True,True,False
Summer Cherry Punch,"['1 Bio-Orange', '2 tbsp wild cherry tea or red fruit tea', '2 sticks cinnamon', '0.7 l cherry juice', '500 g sweet cherries', '0.75 L dry sparkling wine or mineral water']","[Wash and dry the orange thoroughly. Cut the peel thinly in a spiral shape. Squeeze out the orange juice.', 'Pour boiling water over the wild cherry tea and cinnamon sticks, let steep for 5 minutes, strain through a sieve, add the orange peel and let cool.', 'Wash the cherries, pit them, and put them in a suitable punch bowl.', 'Add cherry juice, tea, and orange juice, cover and chill for two hours.', 'Just before serving, top up with chilled sparkling wine or mineral water.']",True,True,True,False
Stuffed plums (4 portions),"['6 – 8 large plums', '50 g hazelnuts', '25 g vanilla sugar', '2 tsp lemon juice', '20 g butter', '1 tbsp honey', '1 orange', '100 g cream', '1 pinch of cinnamon', '250 g hazelnut ice cream']","['Wash plums, pat dry, cut in half lengthwise and remove pit.', 'Chop hazelnuts and sugar into a flour (food processor) and form into a firm mass with the lemon juice.', 'Fill the plums with the nut mixture and tie them with kitchen twine so they can no longer open.', 'Juice the orange.', 'Melt butter in a shallow saucepan, add honey and caramelize briefly. Pour in orange juice and cream. Reduce by about a third while stirring evenly. Season with cinnamon.', 'Place filled plums in the sauce and stew over medium heat with the lid closed for about 10 minutes.', 'Remove plums from kitchen twine and serve warm with a scoop of ice cream and some sauce each.']",False,True,True,False
Fruity cheese fondue,"['200 g Emmental cheese', '300 g Bergkäse cheese', '300 g Butterkäse cheese', '400 ml white wine', '2 tsp lemon juice', '2 tbsp cornstarch', '2 oranges', '2 apples', '2 pears', '250 g grapes', '1 small white bread']","['Grate or cut cheese into small pieces.', 'Slowly heat grated cheese with white wine, lemon juice, and cornstarch in a (fondue) pot while constantly stirring.', 'Peel and divide oranges into segments. Wash, dry, and if necessary, cut the remaining fruits into uniform pieces suitable for fondue forks.', 'Cut white bread into cubes.', 'Once the cheese has become creamy, dip the fruit pieces and white bread. ']",False,True,True,False
Mushroom valley on salad (4 servings),"['200 ml water', '250 ml dry white wine', '1 tsp vegetable broth powder', '100 g cornmeal', '1 onion', '200 g fresh mushrooms, e.g. chanterelles', 'butter', 'salt, pepper', '½ tsp thyme, dried', '2 eggs', 'oil', 'juice of a lemon', '½ tsp honey', '200 g lamb's lettuce']","['Bring water, wine, and vegetable broth powder to a boil.', 'Sprinkle cornmeal into the hot, but not boiling, liquid and stir. When the mixture starts to pull away from the bottom of the pot, remove from heat and let it cool.', 'Peel and finely chop the onion. Clean and chop the mushrooms into small pieces.', 'Sauté the onions and mushrooms in butter. Season with salt, pepper, and thyme, and let simmer for 5 minutes.', 'Separate the eggs into egg whites and yolks. Beat the egg whites until stiff.', 'Mix sautéed mushrooms and egg yolks into the cornmeal mixture. Gently fold in the beaten egg whites.', 'Shape the mushroom-corn mixture into patties and fry in oil until golden brown on both sides.', 'Mix 4 – 6 tablespoons of oil with lemon juice and honey to make a dressing.', 'Clean, wash, and dry the lamb's lettuce, then dress with the lemon dressing.', 'Arrange the mushroom patties on top of the salad and serve.']",False,True,False,False
Sharp cauliflower (4 servings),"['1 large cauliflower', '2 tbsp raisins', '3 dried chili peppers', '500 g noodles', '4 tbsp olive oil', '150 ml cream', '½ bunch parsley', '10 almonds']","Remove leaves and stem from cauliflower and divide into florets. Cook until al dente.

Meanwhile, soak raisins in water, finely grind the chili peppers without seeds, and cook the noodles.

Heat oil in a pan. Sauté cauliflower with chilies and raisins for about 4 minutes. Pour in cream and let simmer gently for a few minutes.

Wash and dry parsley. Pluck off the leaves and finely chop. Peel and roughly chop almonds.

Mix parsley with chopped almonds and add to the cauliflower in the pan. Season with salt.

Serve cauliflower with the noodles.",False,True,True,False
Chestnut casserole (4 servings),"['6 potatoes', '500 g chestnuts', '400 g Brussels sprouts', '2 onions', '1 tbsp butter', '1 tsp lemon juice', 'nutmeg', 'salt', '100 g sour cream', '100 g Emmental cheese']","'Peel and cook potatoes until they are firm. Cut them into rough cubes.'  
'Score the chestnuts at the tip with a cross and cook them until soft for about 20 minutes. Then, rinse them with cold water and remove them from their shells and inner skins.'  
'Wash and prepare the Brussels sprouts. Peel and dice the onions.'  
'Heat butter in a pot and roast the onions in it until golden brown over medium heat.'  
'Add Brussels sprouts, a cup of water, lemon juice, a pinch of nutmeg, and salt, and cook with the lid closed for about 10 minutes until they are al dente. Reserve 6 tablespoons of cooking water, drain the rest.'  
'Stir sour cream until smooth with the reserved cooking water. Grate cheese.'  
'Spread Brussels sprouts, chestnuts, potato cubes, and half of the grated cheese in a greased baking dish. Pour the sour cream mixture over them. Sprinkle the remaining cheese over the vegetables.'  
'Bake at 200°C for approximately 15 - 20 minutes.'",False,True,True,False
